ShopID,AccountName,EmailSubject,EmailBody,SmsBody
nan,Amore Pizza & Kitchen,Take your online presence further with Slice’s marketing & POS,"Hi Amore Pizza & Kitchen,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Amore Pizza & Kitchen: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
48139.0,Anastasia's Pizza Oven & Grill - 48139,Take your online presence further with Slice’s marketing & POS,"Hi Anastasia's Pizza Oven & Grill - 48139,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Anastasia's Pizza Oven & Grill - 48139: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
108015.0,Andalus Pizza & Cafe - 108015,Take your online presence further with Slice’s marketing & POS,"Hi Andalus Pizza & Cafe - 108015,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Andalus Pizza & Cafe - 108015: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,ANDREAS PIZZA,Take your online presence further with Slice’s marketing & POS,"Hi ANDREAS PIZZA,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","ANDREAS PIZZA: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
110949.0,Andrina's Pizzeria - 110949,Take your online presence further with Slice’s marketing & POS,"Hi Andrina's Pizzeria - 110949,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Andrina's Pizzeria - 110949: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Angelina's Pizza and Subs,Take your online presence further with Slice’s marketing & POS,"Hi Angelina's Pizza and Subs,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Angelina's Pizza and Subs: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
50131.0,Angelo's House of Pizza - 50131,Take your online presence further with Slice’s marketing & POS,"Hi Angelo's House of Pizza - 50131,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Angelo's House of Pizza - 50131: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Angelo's Pizza,Take your online presence further with Slice’s marketing & POS,"Hi Angelo's Pizza,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Angelo's Pizza: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
5170.0,Annie's Pizzeria - 5170,Grow your pizzeria with a custom website and phone ordering,"Hi Annie's Pizzeria - 5170,

I noticed your pizzeria doesn’t have a website listed online. With Slice, you can get a tailor‑made website and a phone ordering solution that puts you in control of your customer relationships. Our platform even offers discounted delivery and a pizzeria‑specific POS system to help you run your business more smoothly.","Annie's Pizzeria - 5170: We can build you a custom website and phone ordering solution through Slice, plus discounted delivery and a POS built for pizzerias."
13714.0,Anthony's Pizza - 13714,Take your online presence further with Slice’s marketing & POS,"Hi Anthony's Pizza - 13714,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Anthony's Pizza - 13714: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Area Four,Take your online presence further with Slice’s marketing & POS,"Hi Area Four,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Area Four: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
17131.0,Arlington Cafe - 17131,Take your online presence further with Slice’s marketing & POS,"Hi Arlington Cafe - 17131,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Arlington Cafe - 17131: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
15433.0,Arlington House of Pizza - 15433,Take your online presence further with Slice’s marketing & POS,"Hi Arlington House of Pizza - 15433,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Arlington House of Pizza - 15433: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Arsenal Pizza,Take your online presence further with Slice’s marketing & POS,"Hi Arsenal Pizza,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Arsenal Pizza: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
98916.0,Ashland Pizza Bella - 98916,Take your online presence further with Slice’s marketing & POS,"Hi Ashland Pizza Bella - 98916,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Ashland Pizza Bella - 98916: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Ashland Pizza Palace,Take your online presence further with Slice’s marketing & POS,"Hi Ashland Pizza Palace,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Ashland Pizza Palace: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
106923.0,Athens Pizza - 106923,Take your online presence further with Slice’s marketing & POS,"Hi Athens Pizza - 106923,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Athens Pizza - 106923: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
42079.0,Athens Pizza & Family Restaurant - 42079,Take your online presence further with Slice’s marketing & POS,"Hi Athens Pizza & Family Restaurant - 42079,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Athens Pizza & Family Restaurant - 42079: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
12133.0,Athol House of Pizza Restaurant - 12133,Take your online presence further with Slice’s marketing & POS,"Hi Athol House of Pizza Restaurant - 12133,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Athol House of Pizza Restaurant - 12133: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,AVENUE KITCHEN + BAR,Take your online presence further with Slice’s marketing & POS,"Hi AVENUE KITCHEN + BAR,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","AVENUE KITCHEN + BAR: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
11020.0,B & F Pizza - 11020,Take your online presence further with Slice’s marketing & POS,"Hi B & F Pizza - 11020,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","B & F Pizza - 11020: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
39782.0,Barre Pizza - 39782,Take your online presence further with Slice’s marketing & POS,"Hi Barre Pizza - 39782,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Barre Pizza - 39782: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
105549.0,Basta Pasta Trattoria - 105549,Take your online presence further with Slice’s marketing & POS,"Hi Basta Pasta Trattoria - 105549,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Basta Pasta Trattoria - 105549: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Bazel's Pizza and Sub Shop,Take your online presence further with Slice’s marketing & POS,"Hi Bazel's Pizza and Sub Shop,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bazel's Pizza and Sub Shop: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
600.0,Beacon Street Pizza - 600,Take your online presence further with Slice’s marketing & POS,"Hi Beacon Street Pizza - 600,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Beacon Street Pizza - 600: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
22987.0,Beauty's Pizza - 22987,Take your online presence further with Slice’s marketing & POS,"Hi Beauty's Pizza - 22987,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Beauty's Pizza - 22987: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Bella's Pizzeria,Take your online presence further with Slice’s marketing & POS,"Hi Bella's Pizzeria,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bella's Pizzeria: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Belmont Pizza,Grow your pizzeria with a custom website and phone ordering,"Hi Belmont Pizza,

I noticed your pizzeria doesn’t have a website listed online. With Slice, you can get a tailor‑made website and a phone ordering solution that puts you in control of your customer relationships. Our platform even offers discounted delivery and a pizzeria‑specific POS system to help you run your business more smoothly.","Belmont Pizza: We can build you a custom website and phone ordering solution through Slice, plus discounted delivery and a POS built for pizzerias."
109119.0,Beyti's Mediterranean Grill & Pizza - 109119,Take your online presence further with Slice’s marketing & POS,"Hi Beyti's Mediterranean Grill & Pizza - 109119,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Beyti's Mediterranean Grill & Pizza - 109119: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
98967.0,Bhop - Boston House of Pizza - 98967,Take your online presence further with Slice’s marketing & POS,"Hi Bhop - Boston House of Pizza - 98967,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bhop - Boston House of Pizza - 98967: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Bianca,Take your online presence further with Slice’s marketing & POS,"Hi Bianca,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bianca: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
112136.0,Big Daddy's 2 - 112136,Take your online presence further with Slice’s marketing & POS,"Hi Big Daddy's 2 - 112136,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Big Daddy's 2 - 112136: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
48355.0,Big Daddy's Pizza & Steak Subs - 48355,Take your online presence further with Slice’s marketing & POS,"Hi Big Daddy's Pizza & Steak Subs - 48355,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Big Daddy's Pizza & Steak Subs - 48355: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
112029.0,Bill's Pizzeria - 112029,Take your online presence further with Slice’s marketing & POS,"Hi Bill's Pizzeria - 112029,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bill's Pizzeria - 112029: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
12229.0,Bill's Pizzeria - 12229,Grow your pizzeria with a custom website and phone ordering,"Hi Bill's Pizzeria - 12229,

I noticed your pizzeria doesn’t have a website listed online. With Slice, you can get a tailor‑made website and a phone ordering solution that puts you in control of your customer relationships. Our platform even offers discounted delivery and a pizzeria‑specific POS system to help you run your business more smoothly.","Bill's Pizzeria - 12229: We can build you a custom website and phone ordering solution through Slice, plus discounted delivery and a POS built for pizzerias."
52439.0,Bill's Pizzeria - 52439,Take your online presence further with Slice’s marketing & POS,"Hi Bill's Pizzeria - 52439,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bill's Pizzeria - 52439: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Black Sheep Tavern,Take your online presence further with Slice’s marketing & POS,"Hi Black Sheep Tavern,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Black Sheep Tavern: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
53051.0,Blue Square Pizza - 53051,Take your online presence further with Slice’s marketing & POS,"Hi Blue Square Pizza - 53051,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Blue Square Pizza - 53051: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Bocelli's,Take your online presence further with Slice’s marketing & POS,"Hi Bocelli's,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bocelli's: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
52894.0,Boss Pizza & Wings - 52894,Take your online presence further with Slice’s marketing & POS,"Hi Boss Pizza & Wings - 52894,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Boss Pizza & Wings - 52894: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
110028.0,Boylston House of Pizza - 110028,Take your online presence further with Slice’s marketing & POS,"Hi Boylston House of Pizza - 110028,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Boylston House of Pizza - 110028: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
98995.0,Brattle Stop Market - 98995,Take your online presence further with Slice’s marketing & POS,"Hi Brattle Stop Market - 98995,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Brattle Stop Market - 98995: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
13513.0,Bravo Pizza - 13513,Take your online presence further with Slice’s marketing & POS,"Hi Bravo Pizza - 13513,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bravo Pizza - 13513: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
110296.0,Braza Pizzeria & Wings - 110296,Take your online presence further with Slice’s marketing & POS,"Hi Braza Pizzeria & Wings - 110296,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Braza Pizzeria & Wings - 110296: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
17284.0,Brick Fire Pizza - 17284,Take your online presence further with Slice’s marketing & POS,"Hi Brick Fire Pizza - 17284,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Brick Fire Pizza - 17284: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
15194.0,Brickstone Cafe - 15194,Take your online presence further with Slice’s marketing & POS,"Hi Brickstone Cafe - 15194,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Brickstone Cafe - 15194: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
4728.0,Brighton House of Pizza - 4728,Take your online presence further with Slice’s marketing & POS,"Hi Brighton House of Pizza - 4728,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Brighton House of Pizza - 4728: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
106790.0,Brother's Pizza - 106790,Take your online presence further with Slice’s marketing & POS,"Hi Brother's Pizza - 106790,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Brother's Pizza - 106790: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
39272.0,Brothers Pizza - 39272,Take your online presence further with Slice’s marketing & POS,"Hi Brothers Pizza - 39272,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Brothers Pizza - 39272: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Bruno's Pizza,Take your online presence further with Slice’s marketing & POS,"Hi Bruno's Pizza,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Bruno's Pizza: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
33024.0,Burncoat Pizza - 33024,Take your online presence further with Slice’s marketing & POS,"Hi Burncoat Pizza - 33024,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Burncoat Pizza - 33024: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
5799.0,C & M Pizza - 5799,Take your online presence further with Slice’s marketing & POS,"Hi C & M Pizza - 5799,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","C & M Pizza - 5799: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
12171.0,C & N Pizza - 12171,Take your online presence further with Slice’s marketing & POS,"Hi C & N Pizza - 12171,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","C & N Pizza - 12171: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,C & S Pizza Of Pepperell,Take your online presence further with Slice’s marketing & POS,"Hi C & S Pizza Of Pepperell,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","C & S Pizza Of Pepperell: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
35862.0,C & S Pizza of Winchendon - 35862,Take your online presence further with Slice’s marketing & POS,"Hi C & S Pizza of Winchendon - 35862,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","C & S Pizza of Winchendon - 35862: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
nan,Caesar's Pizza & Subs,Grow your pizzeria with a custom website and phone ordering,"Hi Caesar's Pizza & Subs,

I noticed your pizzeria doesn’t have a website listed online. With Slice, you can get a tailor‑made website and a phone ordering solution that puts you in control of your customer relationships. Our platform even offers discounted delivery and a pizzeria‑specific POS system to help you run your business more smoothly.","Caesar's Pizza & Subs: We can build you a custom website and phone ordering solution through Slice, plus discounted delivery and a POS built for pizzerias."
nan,Cambridge House Of Pizza,Grow your pizzeria with a custom website and phone ordering,"Hi Cambridge House Of Pizza,

I noticed your pizzeria doesn’t have a website listed online. With Slice, you can get a tailor‑made website and a phone ordering solution that puts you in control of your customer relationships. Our platform even offers discounted delivery and a pizzeria‑specific POS system to help you run your business more smoothly.","Cambridge House Of Pizza: We can build you a custom website and phone ordering solution through Slice, plus discounted delivery and a POS built for pizzerias."
112079.0,Cambridge Italian Pizzeria - 112079,Take your online presence further with Slice’s marketing & POS,"Hi Cambridge Italian Pizzeria - 112079,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Cambridge Italian Pizzeria - 112079: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
50525.0,Cambridge Pizza - 50525,Take your online presence further with Slice’s marketing & POS,"Hi Cambridge Pizza - 50525,

Great job having your own direct ordering! Slice can help you go even further with advanced advertising services, a powerful owner’s app, and a POS built for pizzerias. We also host pizzeria‑owner events and provide industry reports to help you stay ahead.","Cambridge Pizza - 50525: You’re already direct—let’s accelerate growth. Slice offers marketing, a custom POS, and owner resources just for pizzerias."
